names,results
./generatedThrowCases/iterator-not-closed-for-uncallable-next_1.js,
./generatedThrowCases/iterator-not-closed-for-uncallable-next_2.js,
./generatedThrowCases/iterator-throws_0.js,
./generatedThrowCases/iterator-throws_1.js,
./generatedThrowCases/iterator-throws_2.js,
./generatedThrowCases/iterator-throws_3.js,
./generatedThrowCases/iterator-value-failure_0.js,
./generatedThrowCases/iterator-value-failure_1.js,
./generatedThrowCases/iterator-value-failure_2.js,
./generatedThrowCases/iterator-value-failure_3.js,
./generatedThrowCases/key-invalid_2.js,
./generatedThrowCases/key-is-not-canonical-index_3.js,
./generatedThrowCases/key-is-not-minus-zero_0.js,
./generatedThrowCases/key-is-not-minus-zero_1.js,
./generatedThrowCases/key-is-not-numeric-index_2.js,
./generatedThrowCases/key-is-numericindex-accessor-desc_0.js,
./generatedThrowCases/key-is-numericindex-accessor-desc_1.js,
./generatedThrowCases/key-is-numericindex-accessor-desc_2.js,
./generatedThrowCases/key-is-numericindex-accessor-desc_3.js,
./generatedThrowCases/key-is-numericindex-accessor-desc_4.js,
./generatedThrowCases/key-is-numericindex-desc-configurable_0.js,
./generatedThrowCases/key-is-numericindex-desc-not-enumerable_0.js,
./generatedThrowCases/key-is-numericindex-desc-not-writable_0.js,
./generatedThrowCases/key-is-numericindex_0.js,
./generatedThrowCases/key-is-out-of-bounds_0.js,
./generatedThrowCases/key-is-out-of-bounds_1.js,
./generatedThrowCases/key-is-symbol_2.js,
./generatedThrowCases/key-not-object-throw_0.js,
./generatedThrowCases/key-not-object-throw_1.js,
./generatedThrowCases/key-not-object-throw_2.js,
./generatedThrowCases/key-not-object-throw_3.js,
./generatedThrowCases/key-not-object-throw_4.js,
./generatedThrowCases/key-not-object-throw_5.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_0.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_1.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_2.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_3.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_4.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_5.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_6.js,
./generatedThrowCases/keyed-destructuring-property-reference-target-evaluation-order_7.js,
./generatedThrowCases/labelled-fn-stmt-const_0.js,"SyntaxError: In non-strict mode code, functions can only be declared at top level, inside a block, or as the body of an if statement."
